DateTime,AEG,ARGX,ASML,AZN,BBVA,BCS,BP,BTI,BUD,DB,DEO,E,EQNR,ERIC,FMS,GSK,HSBC,IHG,ING,LYG,NGG,NOK,NVO,NVS,NWG,PHG,PSO,PUK,RELX,RIO,RTO,RYAAY,SAN,SAP,SHEL,SNN,SNY,TS,TTE,UBS,UL,VOD,WPP,GMAB,HLN
2018-06-04,114771.0,14427.0,74236.0,275577.0,596859.0,250267.0,582443.0,163393.0,336257.0,686033.0,29911.0,15041.0,140032.0,462537.0,8566.0,173461.0,123288.0,8803.0,394475.0,321609.0,69431.0,1305022.0,113416.0,159542.0,1084706.0,78203.0,14570.0,12214.0,16890.0,194725.0,2378.0,51226.0,812816.0,87960.0,362442.0,64503.0,102516.0,324439.0,358038.0,164056.0,52192.0,1134055.0,6500.0,0.0,0.0
2018-06-05,108368.0,9765.0,99905.0,269953.0,144061.0,616101.0,743483.0,302621.0,421371.0,1027337.0,74671.0,9966.0,106869.0,770861.0,10931.0,341247.0,125401.0,12239.0,262452.0,180270.0,65694.0,2158676.0,161872.0,199164.0,178000.0,66320.0,28209.0,13178.0,30928.0,304821.0,763.0,61409.0,669912.0,64083.0,464777.0,46067.0,311236.0,136439.0,93648.0,486061.0,119860.0,597483.0,83932.0,0.0,0.0
2018-06-06,124460.0,11809.0,118866.0,234094.0,1790930.0,301359.0,803972.0,204119.0,194601.0,803615.0,38653.0,26628.0,110285.0,387392.0,10040.0,242667.0,185963.0,10073.0,302029.0,595807.0,152331.0,1841721.0,203320.0,129637.0,72557.0,96360.0,81848.0,41730.0,23227.0,617697.0,326.0,57835.0,1347518.0,175911.0,989260.0,43588.0,147166.0,213133.0,87610.0,172311.0,29686.0,958047.0,37757.0,0.0,0.0
2018-06-07,90439.0,35147.0,87552.0,429923.0,640487.0,245554.0,948060.0,307437.0,409348.0,1881431.0,52463.0,22486.0,165021.0,419847.0,12565.0,126437.0,107054.0,11567.0,187778.0,403804.0,52013.0,1772167.0,237375.0,152685.0,116831.0,60916.0,33033.0,29999.0,142326.0,299930.0,2737.0,52463.0,523695.0,70143.0,559897.0,59404.0,129684.0,287758.0,188536.0,203259.0,52864.0,1103131.0,11084.0,0.0,0.0
2018-06-08,122303.0,17344.0,98540.0,625461.0,101346.0,293487.0,344685.0,260555.0,174335.0,513514.0,39052.0,59438.0,102925.0,195063.0,14212.0,297376.0,123464.0,9513.0,257093.0,677721.0,50437.0,1559997.0,386461.0,98107.0,166692.0,99501.0,41343.0,19325.0,32549.0,299521.0,10504.0,35629.0,506521.0,63791.0,299629.0,83279.0,285924.0,183782.0,118573.0,160772.0,64972.0,938472.0,10645.0,0.0,0.0
2018-06-11,51195.0,14595.0,111397.0,316358.0,219418.0,544378.0,869680.0,165414.0,184086.0,515492.0,29423.0,27256.0,60138.0,1228566.0,11518.0,485738.0,147740.0,5089.0,285641.0,695132.0,57183.0,851178.0,206606.0,223635.0,207025.0,56539.0,36937.0,50727.0,24920.0,214103.0,4440.0,23264.0,1503820.0,73205.0,295441.0,88779.0,236760.0,283901.0,89918.0,343294.0,73356.0,888009.0,13541.0,0.0,0.0
2018-06-12,51371.0,25809.0,50774.0,503694.0,293858.0,274654.0,771945.0,226997.0,133672.0,347432.0,40942.0,15526.0,105207.0,2994204.0,4958.0,299736.0,239515.0,9065.0,238642.0,280305.0,40816.0,1360999.0,200009.0,238427.0,57109.0,83867.0,39586.0,9685.0,32978.0,247695.0,2175.0,41025.0,634684.0,46733.0,420843.0,176787.0,327697.0,475790.0,294677.0,237122.0,106463.0,802581.0,14684.0,0.0,0.0
2018-06-13,103658.0,20267.0,155779.0,212227.0,336414.0,363958.0,644395.0,186011.0,201473.0,862262.0,30845.0,13992.0,102963.0,1131543.0,10970.0,233477.0,107458.0,12252.0,351318.0,1132445.0,42941.0,2203695.0,297605.0,188762.0,221133.0,101820.0,118509.0,9227.0,22371.0,282980.0,831.0,20675.0,851336.0,73904.0,401827.0,87654.0,498930.0,175649.0,129933.0,201143.0,87645.0,1535337.0,22491.0,0.0,0.0
2018-06-14,158169.0,25409.0,81915.0,471644.0,192298.0,281170.0,514766.0,267599.0,242638.0,719367.0,29611.0,12156.0,83437.0,701126.0,31693.0,221080.0,157577.0,7945.0,311403.0,485034.0,123072.0,735858.0,183815.0,176049.0,135010.0,49968.0,50866.0,21225.0,60606.0,363467.0,855.0,64134.0,820268.0,48215.0,265129.0,100648.0,531079.0,112389.0,112688.0,208671.0,90975.0,920200.0,17985.0,0.0,0.0
2018-06-15,1133485.0,16466.0,114490.0,216142.0,500175.0,554955.0,885358.0,171486.0,202327.0,393703.0,23516.0,15793.0,202122.0,962327.0,10486.0,302035.0,140665.0,10377.0,365637.0,227228.0,51960.0,989083.0,117664.0,160187.0,46880.0,53997.0,60965.0,20842.0,37813.0,498992.0,581.0,97780.0,935919.0,82159.0,532730.0,63242.0,507304.0,765378.0,146023.0,229949.0,106449.0,1021325.0,15035.0,0.0,0.0
